"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"5944",310964,27340,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"49",12,0,400,40
"5945",310968,31431,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,"29",8,2212,350,40
"5947",310971,1028,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,"42",11,0,373,40
"5948",310972,1236,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"23",10,0,425,40
"5952",310978,27085,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"66",15,9344,375,13
"5953",310983,5991,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"31",11,1000,400,40
"5955",310986,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,"22",12,0,0,0
"5956",310987,29400,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,"35",11,12000,750,50
"5957",310988,54591,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,"25",12,14000,550,30
"5958",310990,33836,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,"29",12,1840,575,40
"5960",310993,78,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"46",16,700,600,5
"5961",310996,27926,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,"27",11,1000,860,40
"5962",311001,21381,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"33",10,6000,350,40
"5963",311003,22320,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"43",12,12000,1400,40
"5964",311004,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,1506,350,30
"5967",311008,26055,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"38",12,1120,450,32
"5968",311009,28134,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,"38",12,3000,500,40
"5971",311014,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,"25",13,0,0,0
"5973",311016,31645,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,"32",12,1102,525,35
"5974",311017,796,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"32",12,6120,425,40
"5976",311021,7986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",11,558,350,40
"5979",311025,4353,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,"41",10,0,335,40
"5980",311029,604,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",10,7200,335,25
"5983",311038,3409,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,"29",12,1600,400,40
"5984",311039,10396,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,"28",12,0,0,0
"5985",311040,7337,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",10,4500,500,35
"5987",311043,28884,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"36",12,1000,500,40
"5988",311045,2493,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,"25",12,6000,400,30
"5989",311046,18014,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,"49",8,0,0,0
"5990",311047,25268,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"23",8,0,0,0
"5991",311048,18213,0,0,1,0,0,0,0.5332298,0,0,0,1,0,0,1,0,0,"30",12,6000,550,45
"5992",311050,9849,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"23",12,4000,514,40
"5993",311052,621,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"41",12,0,0,0
"5994",311054,31235,1,0,0.716404,0,0,0,1,0,0,0,1,0,0,1,0,1,"34",14,0,800,18
"5995",311056,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,"30",12,0,0,0
"5996",311057,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"34",12,0,0,0
"6000",311064,30228,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"27",11,0,425,40
"6001",311065,2786,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"35",12,1000,350,40
"6002",311068,26265,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"34",12,5300,475,40
"6003",311069,15655,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"44",13,0,0,0
"6004",311070,44614,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",12,2400,400,30
"6006",311072,0,1,0,0.716404,1,0,0,1,0,0,1,0,0,0,1,0,0,"28",11,0,400,16
"6007",311073,2776,0,0,1,0,0,1,0.5332298,0,0,1,0,0,0,1,0,1,"29",12,9000,700,40
"6008",311074,11406,0,1,0,1,0,0.3352851,1,0,0,1,0,0,0,1,0,0,"28",11,200,400,40
"6009",311075,12751,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,"26",11,0,0,0
"6010",311076,1065,1,1,1,1,0,0,0.4073359,0,0,0,0,1,0,0,0,1,"42",12,0,500,50
"6011",311077,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,"25",9,0,362,38
"6012",311078,438,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"35",10,0,0,0
"6013",311079,6255,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,"32",12,0,400,40
"6015",311082,22251,1,1,0.6876773,1,0,0,1,0,0,0,0,1,0,0,0,0,"37",12,0,0,0
"6016",311083,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"24",9,2558,400,36
"6017",311087,27233,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"32",12,0,365,40
"6019",311089,10934,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"26",12,2300,400,40
"6020",311092,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,"27",12,6000,450,40
"6021",311095,17271,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"49",12,7261,475,20
"6022",311096,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"28",11,0,0,0
"6023",311097,3036,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"64",12,0,0,0
"6025",311103,33640,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"59",12,2343,500,40
"6026",311104,38486,1,0,0,0,0,0.2111608,0,0,0,0,0,0,1,0,0,0,"46",14,5980,400,40
"6027",311105,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,"29",12,0,0,0
"6028",311106,20758,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"35",12,8216,400,40
"6034",311113,6518,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"54",14,1000,500,24
"6035",311117,52265,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,"28",10,18000,635,36
"6036",311118,63656,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,"54",16,18000,1136,40
"6037",311121,972,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,"23",10,0,0,0
"6038",311127,15409,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"47",16,2000,400,40
"6039",311128,10173,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"42",10,0,0,0
"6040",311129,57785,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"24",12,2560,400,40
"6041",311130,23927,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,"34",12,7681,638,45
"6042",311132,35490,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",12,0,350,30
"6043",311133,29916,1,0,1,0,0,0.2111608,0,1,0,0,1,0,0,0,1,1,"30",12,10,595,46
"6044",311135,27064,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,"31",12,13156,575,40
"6045",311136,36720,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",13,3000,300,15
"6047",311138,17355,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"44",11,6807,380,29
"6048",311139,10080,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,"31",12,0,410,40
"6050",311141,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"24",8,1400,450,40
"6051",311143,19032,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"32",12,4162,425,48
"6054",311148,918,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"22",12,1800,420,40
"6055",311149,20682,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"51",8,0,0,0
"6057",311154,1202,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"24",12,7500,400,40
"6058",311156,32447,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"41",12,12000,700,45
"6059",311157,17460,0,1,1,0,1,0.3352851,1,0,1,0,0,0,0,0,1,0,"23",10,0,0,0
"6060",311160,22364,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"24",12,7500,362,55
"6062",311163,22473,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,"27",12,7230,500,45
"6065",311169,3762,1,0,1,0,0,0,0.5332298,0,0,1,0,0,0,0,1,0,"26",15,600,460,30
"6066",311171,12627,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"33",12,3000,250,32
"6067",311172,0,1,1,0,1,0,0.3352851,1,0,0,0,0,1,0,0,0,0,"38",10,0,0,0
"6068",311173,24203,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"40",10,3000,425,40
"6072",311179,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,"24",12,9500,625,30
"6073",311183,15945,0,0,0,0,0,0.2111608,0,0,0,0,1,0,0,0,1,0,"33",11,4520,500,24
"6074",311184,21765,0,0,0,0,0,0.2111608,0,0,0,1,0,0,0,0,1,0,"28",14,1107,375,25
"6076",311188,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"44",12,7056,420,30
"6077",311189,1274,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,"30",10,500,425,50
"6079",311193,2322,1,1,0,1,0,0,0.4073359,0,0,1,0,0,0,1,0,0,"28",11,0,335,40
"6081",311197,20238,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"34",12,4962,350,19
"6082",311201,49242,1,1,0.6876773,0,0,1,0,0,0,1,0,0,0,0,1,0,"26",12,10720,620,40
"6083",311202,3684,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"67",12,0,0,0
"6084",311203,51,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,"26",13,0,675,40
"6085",311204,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"32",14,0,335,20
"6088",311207,29343,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"28",12,0,390,35
"6089",311208,12504,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,"27",12,98,335,20
"6090",311209,22959,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"35",12,7500,925,36
"6091",311216,26191,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,1500,350,20
"6092",311218,31911,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,"26",10,3000,390,40
"6093",311220,1149,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",11,5000,350,40
"6094",311222,53439,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"44",9,3542,380,40
"6097",311228,29957,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"25",12,7000,365,34
"6098",311233,2542,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"26",13,4000,400,29
"6099",311240,10275,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,"38",12,800,500,40
"6100",311242,15119,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,"28",11,5014,450,40
"6101",311243,21969,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"41",9,0,0,0
"6102",311246,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,"24",10,1914,435,40
"6103",311247,0,1,1,0,0,1,0.3352851,1,0,0,1,0,0,0,0,1,0,"28",9,750,335,20
"6104",311248,933,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,"27",11,0,0,0
"6105",311249,5019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"70",10,2759,365,40
"6106",311252,7092,1,0,0.716404,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",12,300,335,40
"6107",311253,0,1,0,0.716404,0,0,0,1,1,0,1,0,0,0,0,0,0,"29",12,960,600,40
"6108",311256,3933,1,0,1,1,0,0,0.5332298,1,0,0,0,1,0,0,0,1,"42",14,1284,625,8
"6109",311257,25929,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"46",8,5200,1250,40
"6110",311258,19046,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"38",13,4436,450,44
"6114",311267,2772,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",10,4000,500,55
"6115",311269,690,1,0,0,0,0,0.2111608,1,1,1,0,0,0,0,1,0,0,"23",9,0,400,40
"6116",311270,4938,1,0,0.716404,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,5928,500,43
"6117",311272,34182,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,"34",14,200,365,13
"6118",311274,18084,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"64",11,900,500,4
"6119",311275,50630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"27",10,9401,660,45
"6120",311276,15458,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"26",12,9360,450,40
"6121",311277,3756,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"31",12,0,0,0
"6122",311280,10947,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,"24",12,5440,550,7
"6124",311283,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,"23",13,650,335,22
"6125",311285,0,1,1,0.6876773,0,0,0.3352851,1,0,0,0,1,0,0,0,0,0,"30",12,3100,800,50
"6127",311289,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,"27",10,5000,400,40
"6128",311290,4683,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,"25",12,0,400,25
"6129",311292,42445,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"39",12,3000,501,40
"6130",311293,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"30",17,2680,335,40
"6133",311299,16028,1,0,1,1,0,0.2111608,1,1,0,1,0,0,0,0,1,1,"29",12,715,447,40
"6134",311300,28474,1,0,1,1,0,1,0.5332298,0,0,0,1,0,0,0,1,1,"32",14,7000,363,36
"6135",311301,26127,0,1,0.6876773,0,0,0,0,0,0,0,0,1,0,0,0,1,"39",17,4000,410,8
"6136",311303,10104,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"32",9,3000,550,40
"6139",311314,43524,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"59",12,3460,840,40
"6140",311315,18695,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"40",12,1072,335,40
"6141",311316,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,"33",12,588,700,28
"6142",311321,2260,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"69",16,0,0,0
"6143",311323,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,"26",12,5000,450,40
"6144",311326,5635,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,"26",12,10800,600,50
"6145",311327,9531,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"24",12,4000,475,40
"6146",311328,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"37",12,0,365,38
"6148",311331,1458,0,0,1,0,1,0.2111608,1,1,1,0,0,0,0,1,0,1,"24",12,0,365,40
"6150",311333,435,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,"58",12,0,425,40
"6153",311336,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"43",8,0,410,20
"6155",311340,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"25",7,0,0,0
"6157",311345,26317,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,"34",13,4000,400,23
"6158",311349,25020,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,"36",12,0,475,80
"6162",311360,15378,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"27",12,8000,400,35
"6163",311361,56150,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"50",11,5100,335,30
"6164",311363,39735,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",13,5086,500,40
"6165",311366,11867,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,"25",13,0,0,0
"6166",311367,28213,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,"23",13,550,335,20
"6167",311368,4913,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,"30",12,230,365,40
"6169",311370,24825,1,0,0,0,1,0.2111608,0,1,0,0,0,1,0,0,0,0,"38",11,8000,500,40
"6171",311376,7751,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"33",12,9200,550,35
"6172",311378,312,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"33",8,2400,500,40
"6173",311379,20025,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"41",12,2500,350,35
"6175",311385,44303,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,"29",12,2000,500,40
"6176",311386,20193,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,"23",12,0,0,0
"6177",311388,0,1,0,0.716404,0,0,1,0,0,0,0,0,1,0,1,0,0,"44",16,1998,475,40
"6178",311389,32119,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",12,6500,520,40
"6179",311390,41871,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"34",12,7000,610,40
"6180",311391,15682,1,0,0.716404,0,0,0,1,1,0,0,1,0,0,1,0,0,"30",12,0,0,0
"6182",311394,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",12,7441,590,40
"6183",311395,15981,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,"30",12,1530,425,30
"6185",311398,35883,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"44",10,0,0,0
"6187",311406,21524,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,"24",10,910,335,30
"6188",311407,26014,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,"39",12,0,0,0
"6189",311408,18384,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"24",14,5229,415,35
"6190",311417,6774,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",12,2680,350,45
"6191",311419,38849,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,"29",15,0,0,0
"6192",311421,22851,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"29",12,1000,380,40
"6193",311423,20366,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,"24",12,7661,425,35
"6194",311426,28186,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",12,2830,450,32
"6195",311427,22874,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"22",12,2000,340,20
"6196",311428,6204,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"35",12,8324,450,40
"6197",311429,16326,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"23",11,3000,400,25
"6198",311433,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,"32",11,0,345,40
"6199",311436,63474,0,1,0.6876773,1,0,0,1,0,0,1,0,0,0,0,1,0,"28",16,4800,400,19
"6200",311437,18848,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,"42",8,2000,795,68
"6201",311438,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"23",12,0,0,0
"6204",311444,9968,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",10,5000,500,40
"6205",311445,13035,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"45",10,0,0,0
"6206",311447,0,0,0,1,0,0,0.2111608,1,0,0,0,0,1,0,0,1,0,"37",11,0,735,27
"6207",311449,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"38",10,90,600,5
"6210",311453,32496,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"25",12,1000,350,25
"6211",311454,22185,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,"32",11,0,0,0
"6213",311456,2253,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,"38",11,3005,600,48
"6214",311457,8092,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"46",9,10000,400,32
"6215",311458,21118,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"26",9,1072,335,40
"6216",311461,5211,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"40",12,850,335,40
"6217",311464,30618,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"44",12,3660,400,20
"6219",311466,26091,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,"47",12,557,400,8
"6220",311467,5250,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,"25",12,0,475,40
"6222",311472,44,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"51",9,1120,700,40
"6227",311478,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"37",10,0,335,45
"6228",311480,27579,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"30",14,3862,395,20
"6229",311481,201,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,"25",13,700,385,32
"6230",311483,49465,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"24",12,5800,725,40
"6231",311489,33466,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"41",11,9000,700,40
"6232",311490,20103,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,"34",12,2000,385,30
"6233",311493,17692,0,1,1,0,0,0,0.4073359,0,0,0,1,0,0,0,0,0,"34",12,180,365,41
"6235",311498,18492,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"32",12,8500,450,45
"6237",311501,22200,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,"24",10,700,335,20
"6239",311506,28409,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,"32",12,2602,660,40
"6241",311510,7893,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"24",12,2700,400,30
"6243",311512,4233,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"31",12,2700,400,8
"6245",311516,199,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"31",9,2010,335,20
"6246",311519,9497,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"29",14,4200,800,60
"6247",311521,30835,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"32",12,3900,650,40
"6248",311524,271,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"36",11,7800,900,40
"6250",311527,10339,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"22",11,0,400,28
"6251",311528,1135,1,0,0.716404,0,0,1,0,0,0,0,0,0,0,0,1,0,"62",12,5500,375,40
"6252",311530,2274,0,1,1,0,0,0.3352851,0,0,0,0,0,1,0,0,1,0,"40",12,3000,700,45
"6255",311534,6603,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,"42",12,1132,590,25
"6256",311535,15237,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"26",12,3000,200,8
"6257",311536,0,1,0,0,0,0,0.2111608,1,0,1,0,0,0,0,0,1,0,"23",8,0,210,35
"6258",311537,63717,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"26",12,7000,425,39
"6260",311539,50930,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",14,3000,1048,40
"6262",311541,21021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"56",11,536,335,40
"6266",311549,1542,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"46",10,3840,500,16
"6267",311551,4620,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,"26",12,600,500,40
"6268",311553,7008,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,"23",10,0,0,0
"6269",311554,19110,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"57",12,0,0,0
"6270",311555,483,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"41",9,0,0,0
"6272",311557,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"42",11,0,265,40
"6274",311560,11018,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"29",12,1000,500,25
"6275",311563,1245,1,0,1,0,0,0.2111608,0,0,0,1,0,0,0,1,0,0,"29",13,3000,680,24
"6276",311565,18616,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"33",14,10500,850,40
"6277",311566,6201,1,0,0,0,0,0,0.5332298,0,0,1,0,0,0,1,0,0,"28",9,7000,535,33
"6278",311567,30299,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,"43",13,2700,500,8
"6279",311568,4187,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"22",12,1500,450,40
"6280",311570,1764,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",9,6257,550,30
"6281",311571,897,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"34",9,0,0,0
"6282",311572,12297,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,"24",11,200,350,5
"6283",311576,17031,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"22",14,800,350,4
"6284",311579,24018,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"24",12,2500,390,38
"6285",311580,2235,1,0,0,0,0,1,0.5332298,0,1,0,0,0,0,0,1,1,"23",11,0,400,40
"6286",311581,4932,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,"30",12,0,0,0
"6287",311582,765,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"25",14,2000,500,20
"6288",311583,6406,0,1,0.6876773,1,0,0.3352851,0,0,0,0,1,0,0,1,0,1,"32",12,5000,700,24
"6290",311585,5608,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"22",12,600,400,30
"6291",311589,2074,1,1,0.6876773,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",9,5000,450,40
"6292",311592,6497,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"40",10,0,550,40
"6293",311593,38969,0,1,0,1,0,0.3352851,1,0,1,0,0,0,0,0,0,0,"22",12,3000,500,40
"6295",311595,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"31",14,0,0,0
"6297",311599,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"24",9,0,0,0
"6298",311601,43589,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,"35",11,0,0,0
"6299",311605,143,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,"25",12,72,450,40
"6300",311607,18790,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"68",12,0,0,0
"6301",311612,15938,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"25",13,250,400,8
